gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,name,address,city,state,email,birthdate,phone#
M,152.7,53.22,44.608866,88.4,121.2,19.25,24.85,24.4,128.5,B,Steven Ross,734 Stephanie Haven,South Raymondhaven, MA 46838,darrylsmith@gmail.com,1995-02-09,502-585-5291
F,170.5,67.3,26.458987,63.1,96.1,30.85,12.96,36.5,170.7,D,Rita Russell,11265 Jonathan Trafficway,Jeremyhaven, WY 52638,william84@gmail.com,2000-09-16,+1-341-921-5242
M,172.7,65.55,17.582894,81.3,133.6,35.52,19.01,44.2,215.7,C,Donald Decker,1919 Jennifer Place Apt. 993,Walkerfort, OR 23449,collinslauren@gmail.com,2002-03-10,001-441-997-7920
M,181.0,67.08,10.410761,68.3,150.2,44.66,12.16,45.2,227.5,A,John Hamilton,40988 Wilson Park Suite 908,West Rachelborough, AS 38442,uliu@yahoo.com,1989-11-20,(565)982-2847
M,169.8,67.59,39.671755,75.7,99.7,34.38,7.88,29.4,188.9,D,Anthony Martinez,0065 Raven Trafficway Suite 491,New Amy, GA 57550,barbaralong@gmail.com,1998-05-06,920-581-3998
F,174.8,77.97,28.411512,83.5,145.1,35.05,8.45,0.0,134.3,C,Lisa Elliott,96192 David Spur,Velasquezborough, DC 29651,lwilliams@yahoo.com,1961-04-12,001-985-215-6431
M,160.8,61.58,25.145652,86.1,145.9,35.25,4.87,30.4,185.2,B,Christopher Vazquez,62814 Hernandez Divide,Mullenhaven, IL 04475,riddlecheryl@gmail.com,1962-12-15,+1-732-439-0661
M,172.2,76.97,19.586485,65.1,141.4,45.66,16.75,52.3,247.5,D,Peter Cooper,6775 James Mount,Edwardsborough, AR 76008,kyle09@hotmail.com,2001-10-16,686-923-2736
F,169.5,47.93,24.251021,73.9,127.8,23.52,14.3,18.7,132.3,C,Amy Torres,5416 Ashley Ramp Apt. 131,South Ashley, PR 25780,lbennett@gmail.com,1981-10-05,+1-809-347-3064
M,169.1,59.03,18.922689,77.4,141.3,36.49,16.61,40.1,146.8,C,Barry Whitehead,18909 Morgan Green,South Tracyburgh, MI 82635,ubrooks@gmail.com,1959-08-07,+1-556-432-5033
F,161.1,70.58,35.645307,85.0,120.3,30.47,12.17,24.0,142.9,A,Kristin Daniel,USNS Simpson,FPO AP 26614,-,maria06@gmail.com,2002-10-19,(262)579-6553
F,160.1,58.42,24.993851,60.5,98.6,23.66,32.99,34.3,130.5,B,Katherine Yang,36938 John Green Apt. 543,North Stevenland, ND 57042,allenjason@gmail.com,1997-12-30,+1-949-500-3035
M,167.9,63.53,21.487583,70.8,117.3,33.19,16.13,29.2,183.4,B,Steven Miller,46464 Sabrina Highway Suite 992,Kimberlyhaven, SC 08658,rebecca02@gmail.com,2002-08-05,542-497-1908
M,179.7,92.02,15.218241,88.7,142.2,57.78,8.78,62.4,244.0,B,William Edwards,522 Miles Branch Apt. 506,New Sarashire, SD 06017,brandon15@gmail.com,1969-04-28,393-536-6091
M,165.5,69.98,15.835974,81.8,122.2,47.86,15.77,42.3,201.9,B,Steven Shelton,869 Jason Hollow,North Sharontown, MA 93993,amanda75@hotmail.com,1992-04-15,680-885-4597
M,170.4,66.15,26.537132,98.7,136.3,45.43,4.73,50.1,229.3,C,Paul Thompson,84123 Nicole Walk Apt. 362,West Amandaborough, RI 83355,ybanks@gmail.com,1998-09-14,895-676-4477
M,174.8,77.04,23.232588,82.6,139.8,52.65,12.06,34.3,190.7,A,Shawn Phelps,78447 Alex Gardens,Mcdonaldport, PA 45305,dale38@gmail.com,1971-10-02,395-343-4464
M,163.7,66.14,25.754226,70.2,129.6,32.96,15.49,39.9,199.3,A,Melvin Allen,707 Lee Court,Ashleyhaven, MD 03359,rhondawalters@hotmail.com,1977-09-01,427-844-7138
F,163.7,64.04,28.229997,72.4,118.2,25.83,12.97,8.0,144.0,B,Elizabeth Sawyer,1465 Ortiz Trail,West Johnborough, GU 69321,sandranielsen@yahoo.com,1965-07-11,376-969-0451
M,167.0,56.32,14.993284,72.4,122.1,30.33,18.24,42.1,215.0,B,John Thompson,76014 Hunt Extensions,North Ryanfort, PR 55301,fmartinez@hotmail.com,1974-01-26,602-941-6121
M,161.1,66.43,30.680086,75.1,128.6,42.53,13.49,37.5,201.6,B,David Kim,4570 Lisa Trafficway Suite 312,North Samuel, PW 54353,kristy85@hotmail.com,1975-07-26,(544)741-9632
F,163.9,57.33,26.327749,63.9,122.2,34.5,10.91,35.5,174.2,A,Katherine Kennedy,576 Evans Parkway,Heatherstad, PW 58320,margarethoffman@gmail.com,2000-08-08,264-446-8548
F,176.6,78.22,33.523074,87.5,123.0,36.66,9.69,21.3,96.9,B,Amanda Mathews,1676 Mays Mount Suite 198,East William, AK 56391,xsanders@gmail.com,1964-08-26,493-658-5792
M,181.8,77.92,16.259892,67.0,96.2,45.0,5.86,49.5,227.3,C,Michael Wagner,8652 Diaz Ridge,Lake Thomastown, WY 03353,bonillacolleen@yahoo.com,1999-09-19,001-994-295-8994
M,168.9,73.17,25.502999,86.8,144.9,36.4,14.21,35.0,211.5,C,Stephen Young,02409 Larson Fields Suite 471,Boyerview, TX 63582,kabbott@gmail.com,1964-01-27,512-415-4886
F,159.1,41.93,17.05526,54.2,110.2,27.18,24.87,58.2,219.9,A,Leslie Garcia,4171 Hahn Crossing Apt. 935,North Daniel, VA 92975,reedcarrie@yahoo.com,1989-10-25,277-303-5004
F,153.3,49.14,31.828317,80.8,114.8,14.39,17.73,17.8,108.1,B,Heather Moyer,12848 Poole Pines,New Samuelmouth, FM 52595,dawsonstephanie@hotmail.com,1989-01-21,001-757-553-5082
M,177.6,77.56,23.416663,100.8,160.6,45.79,21.12,49.6,211.7,A,William Dorsey,0016 Arnold Shoals,Riceburgh, VI 27991,glendanguyen@yahoo.com,2001-03-26,464-626-4467
M,172.7,77.06,35.885794,74.3,129.2,43.5,16.15,58.2,218.6,D,Michael Smith,8489 Dawn Overpass,Port Justin, AK 56684,rortiz@gmail.com,1989-09-30,001-451-909-5961
M,172.2,64.37,13.07303,90.9,116.2,35.81,16.52,40.2,231.5,A,Matthew Phillips,2602 Stokes Mountains Apt. 966,North Catherineport, NH 72558,jamesburch@yahoo.com,1977-01-12,542-519-2137
F,156.0,49.45,38.85676,90.6,137.2,21.66,15.74,42.6,146.4,A,Stacey Cortez,0008 Zuniga Manors,Jonathanborough, NH 51160,mfrederick@yahoo.com,1976-12-22,844-751-3853
F,153.6,45.91,40.086729,72.7,102.6,17.07,7.2,21.2,105.5,B,Sara Duran,5969 Jefferson Plaza Suite 993,Christopherstad, AL 40758,angel86@hotmail.com,2000-09-10,453-371-7836
M,181.1,86.16,25.086786,94.7,155.8,49.34,4.19,54.6,222.2,D,Peter Davenport,361 Nguyen Flats Suite 414,East James, WV 42488,bonniecastro@gmail.com,1994-12-27,626-703-7575
M,173.0,73.29,26.504845,99.4,155.1,39.1,7.44,39.6,199.3,B,Thomas Davis,62810 Johnson Forest,Brownberg, VA 50830,davidperez@yahoo.com,2001-02-06,9563381058
M,176.3,66.84,20.979857,75.2,101.7,35.93,7.97,28.2,197.7,D,Daniel Mclean,6350 White Stravenue,West Destinychester, GU 64743,joanna65@hotmail.com,1993-06-01,+1-700-444-2002
M,172.7,77.01,21.111938,62.9,123.8,40.85,14.86,52.8,216.0,B,Gregory Lee,16956 Sandra Cliff Apt. 038,Kellyberg, NJ 72531,uhuang@gmail.com,1985-08-23,679-365-9938
M,189.0,93.03,13.306546,85.6,136.1,57.15,6.58,62.6,250.2,C,Benjamin Alvarado,1622 Oliver Trail,West Stephanieborough, VT 11102,yortega@hotmail.com,2001-08-21,(394)587-6671
M,175.9,78.77,21.233511,83.7,133.6,40.61,9.81,30.1,225.0,D,Justin Shelton,14353 Amber Radial Suite 390,Brownchester, MD 25759,james85@gmail.com,2002-08-08,627-558-0418
M,164.5,54.45,15.878976,67.7,116.1,40.32,12.73,57.5,217.8,C,Carl Nicholson,352 Gregory Trace,Baldwinside, FM 14403,clintonschultz@gmail.com,1992-03-14,774-953-3971
M,172.7,66.81,19.198466,86.8,138.0,43.88,8.42,29.7,171.7,C,Steven Tucker,11529 Kevin Mountains,North Patrick, FM 25427,jennifervalencia@hotmail.com,2000-09-24,+1-810-601-7521
F,164.0,78.26,36.693202,83.5,142.4,47.98,8.75,34.4,192.7,D,Mary Rowe,962 Bowman Stream Suite 614,North Shelley, CT 41950,cmoore@yahoo.com,1990-08-07,3444449682
F,165.3,63.81,23.215843,80.4,146.4,30.67,10.7,52.2,209.1,D,Amanda Young,7065 Victor Groves,Lake Natalieville, MI 43910,beckvanessa@yahoo.com,2001-06-21,(634)516-1645
F,157.8,71.87,36.883208,80.6,155.1,34.28,16.86,40.6,144.4,D,Elizabeth Case,9914 Hanson Station Suite 193,Port Andreaview, NV 28487,jamesfischer@yahoo.com,1980-11-02,207-417-3734
M,175.0,69.03,9.992975,62.2,114.8,46.1,19.07,50.1,237.4,C,Jeffrey Bennett,0146 Fuller Land,Austinburgh, CT 48117,gcarter@gmail.com,1965-02-12,+1-811-677-8025
M,171.1,64.88,17.145543,84.6,139.2,45.15,5.85,42.3,196.4,B,Corey Bishop,601 Kayla Falls Apt. 512,East Alex, SC 85402,xbender@yahoo.com,1973-08-29,381-574-7706
F,169.8,56.68,19.614649,64.2,123.8,28.89,16.49,39.6,200.9,D,Nicole Lewis,5231 Aaron Springs,Maxburgh, VA 43055,egriffith@yahoo.com,1999-06-24,(942)510-8802
F,155.7,60.67,28.841497,83.0,147.9,28.44,19.12,28.4,149.0,C,Kristen Mccullough,90005 Johnson Throughway,Andersenmouth, CT 69745,laurie34@gmail.com,1973-10-30,606-939-7995
M,170.4,65.63,18.943801,64.6,116.2,39.58,13.05,64.5,231.4,B,Justin Smith,001 John Extensions,Rojaschester, LA 77656,walterjessica@yahoo.com,2002-05-04,(862)680-9494
F,166.6,60.65,20.489423,73.4,113.5,31.0,21.23,35.8,182.8,D,Nancy Stuart,89886 Timothy Turnpike,Lake Donna, ND 49626,johnsonallison@yahoo.com,1980-09-10,001-518-480-3054
M,180.6,77.63,18.690527,72.9,127.6,31.16,7.17,50.5,172.0,D,Jason Burns,290 Williams Plain Suite 382,Brianchester, IL 60234,jamesgomez@hotmail.com,2002-12-20,471-284-8955
F,159.5,57.12,25.463587,84.9,119.7,25.87,27.91,46.5,150.1,D,Jessica Lambert,30805 Melissa Bypass Suite 927,Lake Kevin, MO 84776,janice04@hotmail.com,1982-01-24,001-811-982-2359
F,164.8,60.28,23.646453,83.4,136.8,24.54,13.95,38.4,151.3,D,Amanda Harvey,38358 Bruce Plain,Grahamland, NH 48073,ohebert@hotmail.com,2001-12-22,(857)776-5225
F,165.4,64.67,29.190899,71.1,98.3,30.91,12.41,34.4,160.1,D,Megan Rogers,725 Evans Vista,Crossport, HI 75728,gonzalezdonna@yahoo.com,2002-11-29,+1-612-467-4885
M,163.6,70.06,31.653476,76.2,135.0,30.17,2.02,23.3,97.7,A,Steven Silva,22616 Cooke Fall,East Angela, DC 99080,powelljessica@hotmail.com,1975-12-12,5452295669
F,172.0,75.66,16.154322,76.3,112.6,48.22,26.98,55.8,224.3,C,Elizabeth Clarke,"PSC 2288, Box 3783",APO AP 04397,-,xpatterson@gmail.com,2000-10-25,(531)559-2885
M,164.5,59.16,26.453406,84.6,130.8,31.64,4.2,0.3,118.1,D,Christopher Martinez,9812 Robert Orchard Apt. 724,Williamsside, AR 36942,joshuawright@gmail.com,1961-05-31,980-586-5560
M,169.9,63.46,18.898875,87.0,133.1,30.92,12.3,34.1,150.4,A,Thomas Powell,0681 Tran Circle,Stevenside, FM 71965,dstevens@yahoo.com,1971-03-26,694-891-2558
F,153.7,54.05,26.706012,50.2,116.7,16.58,25.79,32.5,166.7,D,Sharon Rodriguez,USNS Brown,FPO AE 57426,-,vasquezchristian@gmail.com,2002-10-30,001-555-953-7627
M,170.0,63.41,16.614241,67.8,109.9,37.31,21.33,33.6,167.0,C,William Goodman,19057 Dana Village,North Jenny, NY 61376,meganhancock@hotmail.com,1965-02-01,(866)493-3512
F,165.4,59.52,27.338174,74.5,110.1,32.76,21.62,34.4,177.4,C,Melissa White,9652 Owen Park,Millerland, VA 93696,sandrathompson@hotmail.com,2002-12-18,+1-809-521-3306
F,147.3,44.29,28.232966,67.0,102.7,17.54,25.42,33.9,163.8,B,Jean Hernandez,974 Rachel Common,North Kimberlyview, MS 54912,qgill@hotmail.com,1959-12-16,+1-860-564-6293
F,164.4,56.91,31.187897,70.5,126.6,18.17,16.14,48.3,170.2,B,Megan Castillo,49724 Mary Center,North Michelleport, AK 78125,amurphy@gmail.com,1986-05-15,+1-631-478-6590
M,183.9,72.16,8.024736,72.9,116.5,55.46,19.22,66.9,253.4,A,Jeffrey Hodges,5471 Fisher Station Apt. 240,New Deborah, VA 31696,xwiggins@gmail.com,2000-12-03,748-254-7910
M,169.4,47.92,10.504326,74.9,135.5,42.02,26.64,60.1,217.8,A,Anthony Clark,9928 Stephen Mountain,Stephenston, ME 01060,nguyennathan@yahoo.com,2001-09-03,699-885-2978
M,177.1,80.65,21.91313,76.8,143.3,54.55,9.58,40.9,221.9,D,Christopher Murphy,40260 Miller Tunnel Suite 975,Mcfarlandbury, CO 89314,ashley65@gmail.com,1971-12-10,+1-791-825-2212
M,167.5,69.9,17.901716,84.1,151.4,44.46,28.34,51.3,223.1,B,Michael Murray,844 Nicholas Port Apt. 598,Jacobsside, AZ 62507,oscar16@hotmail.com,1994-03-15,001-828-585-9536
M,173.9,69.69,28.186476,72.9,139.0,33.69,6.65,31.1,206.8,D,Jeremy Contreras,041 Winters Light,Christopherside, MO 28459,mezaaaron@gmail.com,1998-08-26,+1-818-361-0173
M,186.4,85.26,17.133808,97.8,162.7,55.42,2.46,45.5,222.6,B,James Collins,1857 Christopher Turnpike Apt. 171,East Marymouth, DE 97190,nicholas82@yahoo.com,1990-06-18,5603813618
M,177.5,61.36,12.420455,69.8,106.3,44.07,21.82,60.5,248.7,C,Jeffrey Smith,50712 Charles Isle,Albertport, MO 46402,garrisonrandy@hotmail.com,1997-05-15,412-633-6598
M,179.7,90.02,16.010946,87.3,157.4,50.84,0.57,59.5,255.1,A,Shannon Sandoval,897 Stephens Islands,Robertshire, MO 85969,brianaarmstrong@yahoo.com,1988-02-14,7505662365
M,173.6,64.83,21.308344,71.4,136.8,33.03,14.19,16.1,163.5,B,Cameron Mann,9254 Crawford Knolls,Brooksside, AR 34216,frazieramy@hotmail.com,1963-08-23,+1-563-485-4863
F,179.3,63.97,9.369337,70.7,142.2,45.86,9.58,52.3,234.0,C,Jennifer Green,175 Perez Junction,Karenstad, AK 27939,robertandrade@yahoo.com,1962-06-14,487-884-3158
F,163.5,60.11,26.522991,94.6,134.6,29.77,29.03,50.9,195.0,D,Felicia Sexton,3177 Aaron Turnpike,Mullinsview, PR 39664,mitchell05@gmail.com,1987-04-20,634-387-0590
M,169.6,72.57,26.952785,73.7,131.6,29.89,7.38,22.4,158.2,A,Chad Webster,58330 Simmons Landing Apt. 909,Racheltown, NJ 58409,ibenjamin@yahoo.com,1986-05-02,(942)622-2347
M,181.3,104.07,28.917833,92.0,164.2,48.08,1.23,50.2,171.9,D,Leonard Joyce,35409 Wanda Crossroad Apt. 026,Michellefurt, SC 38430,juliemarsh@gmail.com,1992-09-24,516-307-8780
F,154.2,58.31,28.843438,68.7,101.9,22.91,21.2,45.0,128.7,C,Lisa Schroeder,06520 Michael Isle Suite 954,East Jesusside, SC 42282,george54@gmail.com,1999-12-05,+1-770-770-3682
F,157.8,44.91,17.857197,59.0,110.6,23.64,27.77,43.3,165.6,A,Emily Anderson,71204 Bowman Extension Apt. 402,Farrelltown, MA 25671,belinda61@gmail.com,1964-06-01,775-411-1065
M,177.2,88.96,19.364675,87.6,134.2,40.49,13.73,28.2,178.8,D,Carlos Gonzalez,769 Wesley Parkways Suite 643,Lake Rebecca, NJ 67739,holmesrobert@yahoo.com,1977-10-03,+1-783-703-2928
M,170.7,61.31,19.940188,68.9,125.1,40.61,4.78,36.6,168.0,C,Gerald Madden,3957 Victor Motorway,New Karen, ME 06229,uphillips@hotmail.com,1999-05-06,934-446-0978
F,166.0,70.45,22.832324,79.8,120.6,30.97,9.09,40.6,164.5,B,Melody Dominguez,730 Christina Light Suite 011,Lake Chadhaven, WY 98040,sherri09@hotmail.com,2002-11-08,(265)750-0532
M,155.8,45.28,28.369009,62.9,107.4,14.83,18.28,1.5,149.0,A,John Horton,6865 Williams Mission Apt. 502,Williamston, KS 33436,alexanderosborne@yahoo.com,1976-06-15,289-830-2998
M,165.9,58.1,19.826242,73.7,123.6,47.39,13.6,44.2,215.2,A,Matthew Glenn,851 Roberts Prairie,New Angela, WV 08155,stevensluke@gmail.com,1962-02-18,6883416649
F,173.9,76.18,23.458229,59.1,107.7,37.87,3.77,41.1,191.8,C,Brittany Scott,956 Smith Wall Apt. 265,West Jamesside, LA 92175,lauramiller@gmail.com,1964-08-18,+1-647-737-5618
F,166.2,64.79,26.455504,77.0,134.3,34.19,21.05,29.2,157.5,B,Jeanne Moore,712 Rojas Path Suite 986,New Michael, PW 19136,emaynard@yahoo.com,2002-05-19,+1-958-545-4649
M,175.3,80.27,20.922276,91.6,151.6,50.76,3.19,48.4,229.3,D,John Owen,0370 Hart Shores Apt. 759,Lake Cindybury, OH 06927,ajohnson@gmail.com,2001-07-14,+1-247-841-8290
M,176.4,87.7,22.716843,73.1,119.3,35.61,3.96,28.7,183.7,A,Donald White,1875 Mcdaniel Causeway,Lake Scott, MD 76498,nicolejackson@hotmail.com,1992-04-30,681-223-8051
F,160.6,60.16,25.402258,79.8,130.8,38.56,21.4,22.5,191.7,D,Miranda Black,81756 Bryan Haven Apt. 679,Coxfurt, AR 30810,amanda42@yahoo.com,1996-01-11,9213177841
M,179.9,100.88,34.176551,81.9,126.4,41.82,16.18,42.9,168.1,D,Matthew Patton,Unit 4416 Box 7564,DPO AE 87289,-,ljohnston@hotmail.com,1990-12-18,680-439-2804
M,168.5,68.97,27.965897,68.7,129.9,24.26,8.46,41.7,194.8,B,Jason Larson,42119 Perez Crescent Suite 662,Scottborough, AK 11783,otorres@gmail.com,1990-05-14,+1-216-468-1872
M,182.7,89.72,14.405201,87.6,160.4,55.19,30.15,74.6,263.0,C,Terry Johnson,27249 Christian Place,Davidsonbury, NY 89416,nprice@gmail.com,2002-04-04,3835390367
M,171.1,67.11,22.856786,80.7,138.9,46.28,29.01,50.3,210.8,C,Andrew Harris,7927 Kelly Meadows,Stevenland, NC 11021,millerrandy@gmail.com,1985-01-25,982-668-9735
M,169.5,66.31,17.126442,84.6,129.1,36.77,6.69,33.8,183.0,B,Christopher Martin,088 Nelson Harbors,Perezfurt, PA 76885,hcarter@gmail.com,1983-10-14,(232)360-1043
M,181.0,80.09,6.781634,68.7,130.1,65.32,7.25,63.1,277.7,C,Derrick Jones,319 Booth Corner Suite 143,New Michaelside, DC 99400,jefferyholloway@gmail.com,2001-02-25,200-760-7929
M,160.9,55.58,29.045897,77.4,139.0,26.26,36.12,29.8,152.1,C,Isaiah Torres,43399 Quinn Glens,Danielleton, AK 90302,parkerrichard@gmail.com,1985-05-16,786-594-2287
F,160.0,67.88,23.881797,80.8,151.0,40.23,11.39,26.7,156.3,B,Renee Freeman,0628 Amanda Ford Apt. 883,Torresberg, PW 69794,snyderrodney@hotmail.com,1965-08-25,624-298-9050
M,157.9,58.48,20.458373,79.9,129.2,27.0,21.14,26.9,183.0,A,Robert Ayers,6949 Bush Rapid,Jefferyfurt, AK 30266,vjackson@gmail.com,1960-10-03,+1-973-581-9692
M,181.2,90.04,26.945136,70.8,116.5,49.93,12.3,33.0,196.5,D,Joseph Chan,"PSC 4180, Box 8403",APO AE 66252,-,tphillips@hotmail.com,1973-10-06,001-256-688-7391
M,176.0,71.24,23.735586,81.5,115.1,46.98,8.1,52.5,204.2,B,Kyle Diaz,4122 Denise Locks,Reidshire, AL 55173,brandibarker@hotmail.com,1987-11-07,+1-760-333-9477
F,178.1,58.94,17.169379,69.5,130.8,36.53,9.23,45.1,198.1,A,Angela Harris,7731 Alexander Creek,Tiffanyhaven, SC 65685,ygreen@hotmail.com,1999-06-17,447-733-8864
F,155.4,46.78,26.052683,53.4,104.5,14.2,31.05,27.3,119.6,A,Amanda Turner,"PSC 2978, Box 2638",APO AA 49298,-,oyoder@hotmail.com,1985-10-13,2374835627
F,158.5,51.05,15.658494,63.0,119.3,35.33,24.27,30.7,136.7,D,Olivia Murray,888 Alexandra Knoll,Lesterside, WV 59107,qallen@hotmail.com,1978-11-24,(974)703-9436
F,151.6,42.27,26.999128,69.5,118.2,19.9,29.19,47.4,153.1,A,Denise Randall,3157 Kyle Squares Suite 326,Mcgrathstad, WY 08358,othomas@yahoo.com,2002-08-26,688-349-0858
F,160.9,54.42,18.785747,67.8,111.6,30.88,37.06,57.4,227.2,C,Jessica Gonzalez,9268 Daniel Course,North Jennifer, CT 78397,zzuniga@yahoo.com,1996-07-28,(299)230-9414
M,177.7,72.97,16.73213,100.2,161.3,43.82,4.48,49.2,236.5,C,Chris Landry,649 Stephen Springs Suite 552,Espinozatown, TN 09888,greg00@gmail.com,2002-05-07,+1-697-250-5725
M,156.0,54.78,20.229129,66.6,124.6,33.42,28.31,51.6,219.4,C,Michael Young,840 Hawkins Pike,Port Michael, AZ 75352,dbenton@yahoo.com,2000-04-03,(341)255-4293
M,177.2,80.04,23.412207,74.5,135.7,33.09,5.52,35.2,153.3,B,Dale Cain,440 Rodriguez Wells,Port Sherrifurt, TN 31354,hernandezandrea@yahoo.com,1969-06-06,758-902-1591
M,173.4,85.17,17.160652,70.0,114.0,54.96,12.74,55.9,240.7,B,Cody Harris,258 Matthew Villages,Lake Paulstad, MN 50157,raymond06@hotmail.com,1989-02-24,(248)687-5852
F,167.5,60.21,23.547575,63.0,107.3,33.24,15.67,38.8,172.2,A,Jessica Lee,Unit 3405 Box 1806,DPO AA 57156,-,travisnicholas@gmail.com,1993-03-22,+1-876-462-8410
M,167.5,75.81,30.601415,80.7,122.9,37.9,18.6,22.4,179.9,D,Daniel Davis,"PSC 4511, Box 5079",APO AP 36059,-,jessejennings@gmail.com,1992-07-17,001-808-950-4874
F,159.4,60.23,32.071836,88.7,135.4,22.36,6.57,27.5,113.6,D,Karen Long,6897 Cooper Port Suite 529,Claudiaville, WY 01847,rgraham@hotmail.com,1984-02-26,(343)551-2576
M,180.2,72.89,12.957969,78.1,108.0,43.43,21.56,55.0,250.2,C,Brady Herrera,52495 Jimenez Streets,South Johnstad, NJ 64253,vicki49@hotmail.com,2001-12-02,757-784-7956
M,174.9,73.61,25.476943,70.7,109.7,46.41,13.8,39.2,209.1,D,Danny Wolf,0107 Wright Village,Shawntown, MN 81884,tracey18@hotmail.com,2002-09-14,+1-514-473-4700
F,167.8,67.65,21.016193,69.4,110.7,49.03,19.55,60.4,224.4,B,Stephanie Parsons,55337 Patterson Station Suite 007,North Jessica, FL 85527,danielgross@yahoo.com,1997-03-16,420-915-5978
M,157.4,49.42,12.394128,80.8,131.1,32.92,19.59,29.2,172.2,B,Noah Shields,22802 John Fall Suite 718,West Zoeberg, OK 64727,hardingjames@gmail.com,1960-04-03,962-867-7667
M,177.8,68.6,17.376598,90.6,125.8,45.4,11.04,52.1,200.1,B,Benjamin Owen,416 Melvin Springs Apt. 216,West Shelbymouth, NE 75646,dennis12@hotmail.com,1998-11-04,+1-650-213-5779
F,159.5,58.33,23.744305,76.4,116.8,28.67,16.16,20.5,153.4,C,Nichole Vaughn,6840 Adam Stravenue,Edwardshire, PA 74527,ureeves@gmail.com,1986-03-24,001-392-530-5226
M,167.7,74.94,32.502727,75.5,143.1,35.14,5.42,37.2,206.3,B,Clinton Mitchell,75308 Mcmillan Keys Suite 239,Lake James, DC 31633,adrianagreene@yahoo.com,2001-11-07,001-776-516-4562
M,174.7,78.34,19.935971,77.0,135.4,41.98,15.87,52.3,226.2,C,Larry Branch,57664 Carolyn Groves,New Mary, NM 04968,markfritz@yahoo.com,2002-04-09,760-482-4835
F,165.8,65.8,25.459683,78.2,145.3,40.17,23.37,47.8,223.2,A,Kara Lee,599 Vasquez Bypass Apt. 959,Justinmouth, TN 42434,paul52@gmail.com,1991-08-31,(410)467-0162
M,165.3,71.56,30.382391,86.8,134.9,32.12,24.1,29.9,199.2,B,Fernando Morgan,4033 Ford Village,Cindyview, UT 13995,bryantkeith@gmail.com,1983-07-08,+1-900-667-6663
F,168.3,62.02,26.323797,83.8,133.4,29.15,21.75,55.0,178.2,B,Patty Walker,186 Rodriguez Cliff,Port Adamhaven, OR 99715,rwebster@hotmail.com,2001-05-21,(441)793-6810
M,170.9,68.08,22.831186,83.5,115.3,36.08,4.37,43.7,224.9,D,Jason Molina,7108 Amanda Burgs,Amystad, CA 33611,erika39@hotmail.com,1984-09-17,001-312-896-7520
M,170.3,69.18,17.486941,76.2,125.0,47.11,11.92,48.4,249.9,A,Larry Brown,Unit 9239 Box 5196,DPO AE 13648,-,kingkatrina@yahoo.com,1989-10-07,962-612-0364
F,158.0,51.97,27.069974,85.6,147.7,17.3,13.9,16.7,123.2,A,Michelle Lee,53059 Seth Island Apt. 011,North Kristen, UT 12110,davidnewton@gmail.com,1998-02-19,(803)229-5256
M,154.7,56.03,21.492037,84.6,119.7,35.12,26.02,25.8,147.8,C,Christopher Love,164 Dana Neck Suite 823,New Luisburgh, RI 68266,websterbrandon@gmail.com,1977-08-01,001-569-282-6508
F,175.2,82.67,23.767088,77.0,137.1,46.96,27.76,39.7,221.5,A,Chelsea Williams,040 Blair Village Apt. 608,Olsonstad, WI 81576,hadams@gmail.com,1960-04-01,001-414-901-0093
F,158.6,58.68,27.737908,72.3,124.2,32.7,10.74,3.4,127.2,C,Jessica Mcdonald,97825 Turner Mall Suite 440,Port Kathrynborough, MS 48568,margaretmathews@gmail.com,1959-11-09,(616)749-2172
F,152.7,52.63,37.590945,76.1,129.4,18.12,13.34,14.1,138.1,D,Rachel Snyder,9333 Rogers Parkway,Henryfort, WV 82031,ifrazier@gmail.com,1985-07-18,(946)878-6418
M,173.8,68.32,16.945129,92.4,154.8,50.47,12.89,57.7,247.2,D,Antonio Morris,50537 James Point,Phelpshaven, OH 85433,webbjames@hotmail.com,1982-08-07,314-935-2560
F,162.1,58.47,20.453925,79.9,123.5,37.75,31.7,56.4,224.9,C,Lauren Murillo,652 Roberson Lights Suite 342,Harrisborough, CT 91834,darlene73@gmail.com,1972-07-05,(578)529-0850
M,166.4,65.79,19.221562,78.1,144.2,50.25,31.79,40.7,205.4,C,Nicholas Jones,3888 Patricia Bypass Apt. 506,East Shelly, NH 60397,sanchezjeremy@yahoo.com,1968-08-05,+1-705-401-6798
M,178.1,76.2,18.49426,89.0,147.4,41.66,21.89,53.8,229.6,A,Brandon Moreno,804 Christina Bridge,Stevenfurt, SC 42729,pmiller@gmail.com,1990-01-07,+1-534-879-0398
F,179.8,83.96,19.508034,85.8,112.1,52.87,11.27,45.3,247.3,B,Cynthia Williams,2753 Rogers Shoal Apt. 568,New Morganhaven, PW 27925,christopher55@hotmail.com,2002-05-21,235-808-9396
M,169.9,70.23,34.527492,99.5,154.3,18.64,13.89,43.6,192.1,C,Cody Levy,17673 Wells Greens Apt. 327,Port Sergiofurt, MD 41077,victoriamartinez@gmail.com,1990-01-14,(220)721-4647
M,171.9,79.83,17.162553,100.0,151.3,49.68,8.43,56.5,240.8,D,Grant Buck,0261 Atkins Camp,Kentburgh, AL 09138,kevincline@gmail.com,1992-10-24,+1-341-882-8194
